timestamp,voltage,current,temperature
2025-10-07T19:43:08.063583,3.838,0.535,22.26
2025-10-07T20:43:08.063583,3.731,0.660,24.29
2025-10-07T21:43:08.063583,3.440,0.356,25.03
2025-10-07T22:43:08.063583,3.865,0.672,25.31
2025-10-07T23:43:08.063583,3.620,0.490,25.12
2025-10-08T00:43:08.063583,3.884,0.507,20.42
2025-10-08T01:43:08.063583,3.449,0.477,25.62
2025-10-08T02:43:08.063583,3.846,0.422,21.21
2025-10-08T03:43:08.063583,3.910,0.602,28.62
2025-10-08T04:43:08.063583,4.003,0.615,22.63
2025-10-08T05:43:08.063583,3.715,0.532,28.21
2025-10-08T06:43:08.063583,3.722,0.598,21.97
2025-10-08T07:43:08.063583,3.951,0.423,28.93
2025-10-08T08:43:08.063583,3.758,0.483,28.22
2025-10-08T09:43:08.063583,3.808,0.590,20.74
2025-10-08T10:43:08.063583,3.512,0.388,22.90
2025-10-08T11:43:08.063583,3.839,0.314,26.24
2025-10-08T12:43:08.063583,3.786,0.420,27.21
2025-10-08T13:43:08.063583,3.650,0.659,21.19
2025-10-08T14:43:08.063583,3.613,0.471,22.33
2025-10-08T15:43:08.063583,3.591,0.422,21.57
2025-10-08T16:43:08.063583,3.873,0.646,30.13
2025-10-08T17:43:08.063583,4.006,0.338,21.80
2025-10-08T18:43:08.063583,4.006,0.628,23.67
2025-10-08T19:43:08.063583,3.736,0.621,20.66
2025-10-08T20:43:08.063583,3.498,0.517,28.52
2025-10-08T21:43:08.063583,3.892,0.448,28.62
2025-10-08T22:43:08.063583,3.516,0.561,23.73
2025-10-08T23:43:08.063583,3.906,0.551,22.00
2025-10-09T00:43:08.063583,4.023,0.643,22.30
2025-10-09T01:43:08.063583,3.914,0.511,24.38
2025-10-09T02:43:08.063583,3.485,0.607,22.45
2025-10-09T03:43:08.063583,3.947,0.366,22.13
2025-10-09T04:43:08.063583,3.593,0.466,26.53
2025-10-09T05:43:08.063583,3.541,0.569,27.15
2025-10-09T06:43:08.063583,3.508,0.692,28.58
2025-10-09T07:43:08.063583,3.578,0.458,29.33
2025-10-09T08:43:08.063583,3.926,0.441,21.79
2025-10-09T09:43:08.063583,3.704,0.497,20.59
2025-10-09T10:43:08.063583,3.718,0.583,29.39
2025-10-09T11:43:08.063583,3.616,0.617,25.12
2025-10-09T12:43:08.063583,3.942,0.339,23.57
2025-10-09T13:43:08.063583,3.686,0.607,26.99
2025-10-09T14:43:08.063583,3.782,0.647,21.25
2025-10-09T15:43:08.063583,3.646,0.444,22.14
2025-10-09T16:43:08.063583,3.896,0.334,25.79
2025-10-09T17:43:08.063583,3.662,0.452,25.71
2025-10-09T18:43:08.063583,3.787,0.467,22.39
2025-10-09T19:43:08.063583,4.015,0.453,27.05
2025-10-09T20:43:08.063583,3.970,0.614,27.01
2025-10-09T21:43:08.063583,4.012,0.399,23.69
2025-10-09T22:43:08.063583,3.571,0.595,24.89
2025-10-09T23:43:08.063583,3.579,0.344,26.42
2025-10-10T00:43:08.063583,3.658,0.384,28.66
2025-10-10T01:43:08.063583,3.850,0.674,28.47
2025-10-10T02:43:08.063583,3.567,0.525,28.54
2025-10-10T03:43:08.063583,3.783,0.589,27.66
2025-10-10T04:43:08.063583,3.901,0.560,20.58
2025-10-10T05:43:08.063583,3.463,0.341,28.88
2025-10-10T06:43:08.063583,4.025,0.501,29.08
2025-10-10T07:43:08.063583,3.793,0.581,27.81
2025-10-10T08:43:08.063583,3.539,0.393,22.76
2025-10-10T09:43:08.063583,3.969,0.642,26.79
2025-10-10T10:43:08.063583,3.672,0.535,29.76
2025-10-10T11:43:08.063583,3.935,0.615,28.75
2025-10-10T12:43:08.063583,3.797,0.663,30.65
2025-10-10T13:43:08.063583,3.659,0.615,29.81
2025-10-10T14:43:08.063583,3.606,0.355,24.76
2025-10-10T15:43:08.063583,3.526,0.515,21.15
2025-10-10T16:43:08.063583,3.686,0.479,27.00
2025-10-10T17:43:08.063583,4.038,0.330,30.16
2025-10-10T18:43:08.063583,3.594,0.596,24.75
2025-10-10T19:43:08.063583,4.031,0.453,22.98
2025-10-10T20:43:08.063583,3.980,0.662,25.13
2025-10-10T21:43:08.063583,3.959,0.628,25.63
2025-10-10T22:43:08.063583,3.476,0.680,25.89
2025-10-10T23:43:08.063583,3.942,0.638,24.48
2025-10-11T00:43:08.063583,3.693,0.555,28.23
2025-10-11T01:43:08.063583,3.683,0.472,21.45
2025-10-11T02:43:08.063583,3.822,0.366,24.09
2025-10-11T03:43:08.063583,3.644,0.320,24.21
2025-10-11T04:43:08.063583,3.704,0.610,28.14
2025-10-11T05:43:08.063583,4.017,0.584,29.08
2025-10-11T06:43:08.063583,3.889,0.422,24.21
2025-10-11T07:43:08.063583,3.710,0.681,27.41
2025-10-11T08:43:08.063583,3.811,0.667,28.30
2025-10-11T09:43:08.063583,3.773,0.588,29.57
2025-10-11T10:43:08.063583,3.603,0.373,21.97
2025-10-11T11:43:08.063583,4.011,0.388,22.90
2025-10-11T12:43:08.063583,3.670,0.479,27.53
2025-10-11T13:43:08.063583,3.647,0.501,21.71
2025-10-11T14:43:08.063583,3.722,0.438,30.27
2025-10-11T15:43:08.063583,3.957,0.381,25.63
2025-10-11T16:43:08.063583,3.621,0.558,21.16
2025-10-11T17:43:08.063583,3.573,0.515,26.57
2025-10-11T18:43:08.063583,3.656,0.567,23.14
2025-10-11T19:43:08.063583,3.898,0.468,28.06
2025-10-11T20:43:08.063583,3.878,0.417,28.68
2025-10-11T21:43:08.063583,3.704,0.354,25.33
2025-10-11T22:43:08.063583,4.082,0.397,23.84
2025-10-11T23:43:08.063583,3.549,0.666,22.43
