timestamp,voltage,current,temperature
2025-10-09T21:43:08.034508,3.576,0.573,26.24
2025-10-09T22:43:08.034508,3.684,0.700,22.73
2025-10-09T23:43:08.034508,3.485,0.453,27.83
2025-10-10T00:43:08.034508,3.693,0.533,25.29
2025-10-10T01:43:08.034508,3.727,0.415,27.70
2025-10-10T02:43:08.034508,3.824,0.575,21.16
2025-10-10T03:43:08.034508,3.515,0.382,21.12
2025-10-10T04:43:08.034508,3.738,0.379,23.74
2025-10-10T05:43:08.034508,3.672,0.645,21.60
2025-10-10T06:43:08.034508,3.639,0.400,27.56
2025-10-10T07:43:08.034508,3.854,0.527,22.10
2025-10-10T08:43:08.034508,3.913,0.394,26.38
2025-10-10T09:43:08.034508,3.857,0.422,29.68
2025-10-10T10:43:08.034508,3.459,0.695,21.29
2025-10-10T11:43:08.034508,3.866,0.501,25.55
2025-10-10T12:43:08.034508,3.735,0.593,23.76
2025-10-10T13:43:08.034508,3.923,0.476,25.26
2025-10-10T14:43:08.034508,3.834,0.343,21.70
2025-10-10T15:43:08.034508,3.974,0.499,21.94
2025-10-10T16:43:08.034508,3.855,0.416,21.04
2025-10-10T17:43:08.034508,3.799,0.487,26.09
2025-10-10T18:43:08.034508,3.771,0.408,23.55
2025-10-10T19:43:08.034508,3.683,0.631,28.58
2025-10-10T20:43:08.034508,3.989,0.495,24.59
2025-10-10T21:43:08.034508,3.675,0.616,25.09
2025-10-10T22:43:08.034508,3.888,0.352,23.48
2025-10-10T23:43:08.034508,3.516,0.545,26.87
2025-10-11T00:43:08.034508,4.010,0.434,22.17
2025-10-11T01:43:08.034508,3.765,0.323,25.61
2025-10-11T02:43:08.034508,3.926,0.382,27.58
2025-10-11T03:43:08.034508,3.494,0.494,22.00
2025-10-11T04:43:08.034508,4.026,0.353,21.59
2025-10-11T05:43:08.034508,3.527,0.361,22.69
2025-10-11T06:43:08.034508,3.519,0.427,27.98
2025-10-11T07:43:08.034508,3.474,0.667,23.10
2025-10-11T08:43:08.034508,3.600,0.519,20.59
2025-10-11T09:43:08.034508,3.688,0.630,26.26
2025-10-11T10:43:08.034508,3.910,0.526,20.97
2025-10-11T11:43:08.034508,3.516,0.654,20.90
2025-10-11T12:43:08.034508,3.635,0.362,27.38
2025-10-11T13:43:08.034508,3.585,0.427,22.15
2025-10-11T14:43:08.034508,3.987,0.655,26.50
2025-10-11T15:43:08.034508,3.464,0.674,23.50
2025-10-11T16:43:08.034508,3.969,0.459,28.52
2025-10-11T17:43:08.034508,3.817,0.504,28.92
2025-10-11T18:43:08.034508,3.554,0.369,25.66
2025-10-11T19:43:08.034508,3.860,0.402,29.16
2025-10-11T20:43:08.034508,3.814,0.699,25.95
2025-10-11T21:43:08.034508,3.467,0.540,21.61
2025-10-11T22:43:08.034508,3.737,0.649,24.52
2025-10-11T23:43:08.034508,3.983,0.690,24.46
2025-10-12T00:43:08.034508,3.995,0.626,30.31
2025-10-12T01:43:08.034508,3.461,0.687,25.57
