timestamp,voltage,current,temperature
2025-10-09T21:43:08.022253,3.997,0.425,20.59
2025-10-09T22:43:08.022253,3.962,0.690,27.66
2025-10-09T23:43:08.022253,3.958,0.365,21.65
2025-10-10T00:43:08.022253,3.878,0.537,27.33
2025-10-10T01:43:08.022253,3.808,0.507,26.52
2025-10-10T02:43:08.022253,3.499,0.628,30.02
2025-10-10T03:43:08.022253,3.837,0.424,25.33
2025-10-10T04:43:08.022253,3.660,0.444,21.66
2025-10-10T05:43:08.022253,3.552,0.333,22.74
2025-10-10T06:43:08.022253,4.000,0.695,21.30
2025-10-10T07:43:08.022253,3.512,0.418,24.52
2025-10-10T08:43:08.022253,3.676,0.430,23.89
2025-10-10T09:43:08.022253,3.580,0.625,28.30
2025-10-10T10:43:08.022253,3.511,0.569,24.95
2025-10-10T11:43:08.022253,3.755,0.686,27.49
2025-10-10T12:43:08.022253,3.727,0.605,26.69
2025-10-10T13:43:08.022253,3.676,0.587,25.38
2025-10-10T14:43:08.022253,3.783,0.482,27.50
2025-10-10T15:43:08.022253,3.703,0.347,23.94
2025-10-10T16:43:08.022253,3.889,0.516,22.36
2025-10-10T17:43:08.022253,3.882,0.387,26.96
2025-10-10T18:43:08.022253,3.715,0.343,20.44
2025-10-10T19:43:08.022253,3.786,0.690,20.42
2025-10-10T20:43:08.022253,3.595,0.608,24.06
2025-10-10T21:43:08.022253,3.517,0.647,28.14
2025-10-10T22:43:08.022253,3.614,0.364,20.46
2025-10-10T23:43:08.022253,3.500,0.472,26.33
2025-10-11T00:43:08.022253,3.809,0.372,28.27
2025-10-11T01:43:08.022253,3.940,0.477,23.11
2025-10-11T02:43:08.022253,3.946,0.360,27.05
2025-10-11T03:43:08.022253,3.650,0.528,29.24
2025-10-11T04:43:08.022253,3.865,0.528,25.44
2025-10-11T05:43:08.022253,3.610,0.326,25.48
2025-10-11T06:43:08.022253,3.437,0.699,24.27
2025-10-11T07:43:08.022253,3.628,0.638,26.28
2025-10-11T08:43:08.022253,3.882,0.620,21.16
2025-10-11T09:43:08.022253,3.859,0.482,22.05
2025-10-11T10:43:08.022253,3.941,0.622,28.02
2025-10-11T11:43:08.022253,3.753,0.413,23.36
2025-10-11T12:43:08.022253,3.841,0.603,24.73
2025-10-11T13:43:08.022253,4.008,0.510,21.09
2025-10-11T14:43:08.022253,3.883,0.697,26.92
2025-10-11T15:43:08.022253,3.715,0.668,28.40
2025-10-11T16:43:08.022253,3.906,0.700,25.78
2025-10-11T17:43:08.022253,3.889,0.306,25.61
2025-10-11T18:43:08.022253,3.622,0.344,27.25
2025-10-11T19:43:08.022253,3.810,0.642,27.99
2025-10-11T20:43:08.022253,3.449,0.370,27.81
2025-10-11T21:43:08.022253,3.920,0.509,23.30
2025-10-11T22:43:08.022253,3.865,0.416,22.50
2025-10-11T23:43:08.022253,3.779,0.564,23.95
2025-10-12T00:43:08.022253,3.477,0.397,22.15
2025-10-12T01:43:08.022253,3.525,0.616,24.66
2025-10-12T02:43:08.022253,3.989,0.374,29.47
2025-10-12T03:43:08.022253,3.966,0.650,29.72
2025-10-12T04:43:08.022253,3.590,0.462,28.16
2025-10-12T05:43:08.022253,3.654,0.447,25.22
2025-10-12T06:43:08.022253,3.960,0.348,25.98
2025-10-12T07:43:08.022253,3.702,0.526,28.33
2025-10-12T08:43:08.022253,3.503,0.537,27.56
2025-10-12T09:43:08.022253,3.866,0.430,20.89
2025-10-12T10:43:08.022253,3.916,0.496,25.66
2025-10-12T11:43:08.022253,3.468,0.437,27.04
2025-10-12T12:43:08.022253,3.723,0.378,23.56
2025-10-12T13:43:08.022253,3.971,0.435,27.53
2025-10-12T14:43:08.022253,3.922,0.325,28.68
2025-10-12T15:43:08.022253,3.769,0.593,27.81
2025-10-12T16:43:08.022253,3.911,0.571,27.56
2025-10-12T17:43:08.022253,3.933,0.415,27.47
2025-10-12T18:43:08.022253,4.043,0.558,29.83
2025-10-12T19:43:08.022253,4.058,0.460,27.01
2025-10-12T20:43:08.022253,3.563,0.549,22.01
2025-10-12T21:43:08.022253,4.020,0.554,24.32
2025-10-12T22:43:08.022253,3.505,0.547,22.19
2025-10-12T23:43:08.022253,3.924,0.337,21.79
2025-10-13T00:43:08.022253,3.651,0.382,22.63
2025-10-13T01:43:08.022253,3.508,0.342,22.18
2025-10-13T02:43:08.022253,3.925,0.372,23.77
2025-10-13T03:43:08.022253,3.771,0.590,26.01
2025-10-13T04:43:08.022253,3.865,0.502,29.76
