timestamp,voltage,current,temperature
2025-10-07T19:43:08.058013,3.808,0.373,20.10
2025-10-07T20:43:08.058013,3.797,0.635,27.93
2025-10-07T21:43:08.058013,3.651,0.373,26.49
2025-10-07T22:43:08.058013,3.968,0.326,28.73
2025-10-07T23:43:08.058013,3.842,0.681,23.22
2025-10-08T00:43:08.058013,3.816,0.306,27.02
2025-10-08T01:43:08.058013,3.441,0.459,21.25
2025-10-08T02:43:08.058013,3.409,0.582,20.45
2025-10-08T03:43:08.058013,3.578,0.381,28.36
2025-10-08T04:43:08.058013,3.516,0.680,22.02
2025-10-08T05:43:08.058013,3.741,0.564,25.03
2025-10-08T06:43:08.058013,3.919,0.608,24.28
2025-10-08T07:43:08.058013,3.740,0.494,24.04
2025-10-08T08:43:08.058013,3.477,0.533,21.21
2025-10-08T09:43:08.058013,3.617,0.359,22.79
2025-10-08T10:43:08.058013,3.871,0.680,26.96
2025-10-08T11:43:08.058013,3.543,0.347,26.76
2025-10-08T12:43:08.058013,3.543,0.670,20.26
2025-10-08T13:43:08.058013,3.930,0.534,23.74
2025-10-08T14:43:08.058013,3.477,0.374,22.27
2025-10-08T15:43:08.058013,3.941,0.412,20.34
2025-10-08T16:43:08.058013,3.529,0.643,27.65
2025-10-08T17:43:08.058013,3.622,0.627,20.83
2025-10-08T18:43:08.058013,3.992,0.355,26.16
2025-10-08T19:43:08.058013,3.726,0.325,21.56
2025-10-08T20:43:08.058013,3.440,0.468,21.57
2025-10-08T21:43:08.058013,3.503,0.410,29.60
2025-10-08T22:43:08.058013,3.513,0.500,27.71
2025-10-08T23:43:08.058013,3.665,0.476,24.16
2025-10-09T00:43:08.058013,3.994,0.522,29.02
2025-10-09T01:43:08.058013,3.766,0.302,25.87
2025-10-09T02:43:08.058013,3.902,0.567,29.15
2025-10-09T03:43:08.058013,3.824,0.510,23.43
2025-10-09T04:43:08.058013,3.932,0.522,24.94
2025-10-09T05:43:08.058013,3.612,0.364,29.38
2025-10-09T06:43:08.058013,4.028,0.373,27.31
2025-10-09T07:43:08.058013,3.744,0.504,29.22
2025-10-09T08:43:08.058013,3.680,0.326,28.82
2025-10-09T09:43:08.058013,3.517,0.564,30.27
2025-10-09T10:43:08.058013,3.872,0.490,23.34
2025-10-09T11:43:08.058013,3.591,0.435,27.95
2025-10-09T12:43:08.058013,3.470,0.533,25.02
2025-10-09T13:43:08.058013,3.925,0.365,26.17
2025-10-09T14:43:08.058013,3.519,0.649,22.10
2025-10-09T15:43:08.058013,3.857,0.337,21.76
2025-10-09T16:43:08.058013,3.895,0.627,21.70
2025-10-09T17:43:08.058013,3.464,0.596,24.82
2025-10-09T18:43:08.058013,3.746,0.480,30.42
2025-10-09T19:43:08.058013,3.885,0.455,22.93
2025-10-09T20:43:08.058013,3.663,0.583,25.59
2025-10-09T21:43:08.058013,3.804,0.643,28.00
2025-10-09T22:43:08.058013,3.492,0.388,29.24
2025-10-09T23:43:08.058013,3.648,0.680,29.57
2025-10-10T00:43:08.058013,3.564,0.451,23.16
2025-10-10T01:43:08.058013,3.800,0.390,23.09
2025-10-10T02:43:08.058013,3.664,0.643,28.26
2025-10-10T03:43:08.058013,3.820,0.353,22.80
2025-10-10T04:43:08.058013,3.552,0.423,22.00
2025-10-10T05:43:08.058013,3.756,0.571,30.23
2025-10-10T06:43:08.058013,3.934,0.421,21.33
2025-10-10T07:43:08.058013,3.472,0.449,23.59
2025-10-10T08:43:08.058013,3.702,0.470,29.21
2025-10-10T09:43:08.058013,3.503,0.333,23.03
2025-10-10T10:43:08.058013,3.863,0.617,27.06
2025-10-10T11:43:08.058013,3.696,0.537,25.81
2025-10-10T12:43:08.058013,3.670,0.536,26.47
2025-10-10T13:43:08.058013,3.920,0.645,25.71
2025-10-10T14:43:08.058013,3.645,0.643,21.24
2025-10-10T15:43:08.058013,3.738,0.317,23.41
2025-10-10T16:43:08.058013,3.889,0.615,26.11
2025-10-10T17:43:08.058013,3.778,0.617,24.47
2025-10-10T18:43:08.058013,3.558,0.338,28.10
2025-10-10T19:43:08.058013,3.967,0.392,30.64
2025-10-10T20:43:08.058013,3.722,0.360,23.52
2025-10-10T21:43:08.058013,3.917,0.500,30.56
2025-10-10T22:43:08.058013,3.773,0.638,29.20
2025-10-10T23:43:08.058013,4.072,0.603,28.84
2025-10-11T00:43:08.058013,3.607,0.683,26.56
2025-10-11T01:43:08.058013,3.662,0.646,22.02
2025-10-11T02:43:08.058013,3.590,0.307,21.07
2025-10-11T03:43:08.058013,3.914,0.449,27.12
2025-10-11T04:43:08.058013,3.729,0.316,21.26
2025-10-11T05:43:08.058013,3.664,0.360,21.85
2025-10-11T06:43:08.058013,3.684,0.665,21.04
2025-10-11T07:43:08.058013,3.926,0.433,26.36
2025-10-11T08:43:08.058013,3.705,0.669,23.52
2025-10-11T09:43:08.058013,3.925,0.636,22.83
