timestamp,voltage,current,temperature
2025-10-07T19:43:08.074809,3.545,0.309,24.10
2025-10-07T20:43:08.074809,3.985,0.669,26.07
2025-10-07T21:43:08.074809,3.612,0.554,24.79
2025-10-07T22:43:08.074809,3.985,0.655,25.70
2025-10-07T23:43:08.074809,3.677,0.685,22.54
2025-10-08T00:43:08.074809,3.744,0.590,21.31
2025-10-08T01:43:08.074809,3.715,0.666,30.00
2025-10-08T02:43:08.074809,3.873,0.353,27.02
2025-10-08T03:43:08.074809,3.576,0.448,20.77
2025-10-08T04:43:08.074809,3.763,0.546,27.34
2025-10-08T05:43:08.074809,3.883,0.585,28.03
2025-10-08T06:43:08.074809,3.883,0.371,21.66
2025-10-08T07:43:08.074809,3.945,0.451,26.71
2025-10-08T08:43:08.074809,3.576,0.660,25.90
2025-10-08T09:43:08.074809,3.998,0.494,25.19
2025-10-08T10:43:08.074809,3.456,0.346,29.73
2025-10-08T11:43:08.074809,3.842,0.464,28.29
2025-10-08T12:43:08.074809,3.816,0.586,24.96
2025-10-08T13:43:08.074809,3.443,0.608,21.11
2025-10-08T14:43:08.074809,3.504,0.504,29.16
2025-10-08T15:43:08.074809,3.622,0.533,26.23
2025-10-08T16:43:08.074809,3.961,0.334,24.84
2025-10-08T17:43:08.074809,3.915,0.399,25.97
2025-10-08T18:43:08.074809,4.015,0.395,24.41
2025-10-08T19:43:08.074809,3.484,0.335,25.66
2025-10-08T20:43:08.074809,3.749,0.507,27.91
2025-10-08T21:43:08.074809,3.582,0.567,21.17
2025-10-08T22:43:08.074809,4.014,0.421,21.67
2025-10-08T23:43:08.074809,3.769,0.691,26.80
2025-10-09T00:43:08.074809,3.732,0.502,30.16
2025-10-09T01:43:08.074809,3.655,0.511,27.50
2025-10-09T02:43:08.074809,3.816,0.465,27.39
2025-10-09T03:43:08.074809,3.488,0.660,20.53
2025-10-09T04:43:08.074809,3.973,0.489,26.83
2025-10-09T05:43:08.074809,3.448,0.567,20.39
2025-10-09T06:43:08.074809,3.770,0.495,22.56
2025-10-09T07:43:08.074809,3.640,0.680,20.81
2025-10-09T08:43:08.074809,3.650,0.448,26.33
2025-10-09T09:43:08.074809,3.732,0.628,21.02
2025-10-09T10:43:08.074809,3.619,0.648,23.60
2025-10-09T11:43:08.074809,3.697,0.449,29.80
2025-10-09T12:43:08.074809,3.659,0.643,29.27
2025-10-09T13:43:08.074809,3.822,0.367,26.07
2025-10-09T14:43:08.074809,3.623,0.425,23.27
2025-10-09T15:43:08.074809,3.931,0.548,24.30
2025-10-09T16:43:08.074809,3.693,0.685,22.63
2025-10-09T17:43:08.074809,3.726,0.485,23.40
2025-10-09T18:43:08.074809,3.803,0.648,27.50
2025-10-09T19:43:08.074809,3.619,0.653,21.50
2025-10-09T20:43:08.074809,3.571,0.697,22.73
2025-10-09T21:43:08.074809,3.707,0.696,25.53
2025-10-09T22:43:08.074809,3.753,0.351,22.79
2025-10-09T23:43:08.074809,3.544,0.677,26.90
2025-10-10T00:43:08.074809,3.969,0.378,29.09
2025-10-10T01:43:08.074809,3.478,0.636,25.40
2025-10-10T02:43:08.074809,3.935,0.558,30.02
2025-10-10T03:43:08.074809,3.611,0.699,21.58
2025-10-10T04:43:08.074809,3.919,0.570,29.51
2025-10-10T05:43:08.074809,3.765,0.414,25.38
2025-10-10T06:43:08.074809,3.845,0.316,27.89
2025-10-10T07:43:08.074809,3.660,0.437,24.41
2025-10-10T08:43:08.074809,3.498,0.551,28.55
2025-10-10T09:43:08.074809,3.705,0.669,25.74
2025-10-10T10:43:08.074809,3.466,0.625,28.89
2025-10-10T11:43:08.074809,3.718,0.312,22.60
2025-10-10T12:43:08.074809,3.622,0.568,28.79
2025-10-10T13:43:08.074809,3.601,0.387,22.51
2025-10-10T14:43:08.074809,3.705,0.676,24.84
2025-10-10T15:43:08.074809,3.921,0.382,23.59
2025-10-10T16:43:08.074809,3.523,0.623,28.28
2025-10-10T17:43:08.074809,3.951,0.554,21.63
2025-10-10T18:43:08.074809,3.999,0.402,24.17
2025-10-10T19:43:08.074809,4.029,0.471,30.36
2025-10-10T20:43:08.074809,4.063,0.667,22.58
2025-10-10T21:43:08.074809,3.800,0.426,23.86
2025-10-10T22:43:08.074809,3.624,0.324,25.86
2025-10-10T23:43:08.074809,3.783,0.457,23.58
2025-10-11T00:43:08.074809,3.788,0.563,21.99
2025-10-11T01:43:08.074809,3.599,0.563,29.34
2025-10-11T02:43:08.074809,3.862,0.544,27.88
2025-10-11T03:43:08.074809,3.635,0.682,22.25
2025-10-11T04:43:08.074809,3.526,0.406,22.81
2025-10-11T05:43:08.074809,3.624,0.551,27.22
2025-10-11T06:43:08.074809,3.945,0.638,28.19
2025-10-11T07:43:08.074809,3.653,0.335,28.26
