timestamp,voltage,current,temperature
2025-10-09T21:43:08.028250,3.954,0.669,24.30
2025-10-09T22:43:08.028250,3.758,0.412,24.82
2025-10-09T23:43:08.028250,3.901,0.342,28.25
2025-10-10T00:43:08.028250,3.994,0.565,20.93
2025-10-10T01:43:08.028250,3.560,0.395,21.22
2025-10-10T02:43:08.028250,3.572,0.595,29.73
2025-10-10T03:43:08.028250,3.806,0.429,27.51
2025-10-10T04:43:08.028250,3.445,0.366,22.49
2025-10-10T05:43:08.028250,3.708,0.528,21.32
2025-10-10T06:43:08.028250,3.792,0.508,27.66
2025-10-10T07:43:08.028250,3.414,0.475,26.05
2025-10-10T08:43:08.028250,3.607,0.675,21.03
2025-10-10T09:43:08.028250,3.935,0.365,27.77
2025-10-10T10:43:08.028250,3.660,0.468,26.78
2025-10-10T11:43:08.028250,3.722,0.334,20.99
2025-10-10T12:43:08.028250,3.865,0.511,28.91
2025-10-10T13:43:08.028250,3.969,0.449,26.42
2025-10-10T14:43:08.028250,3.584,0.587,21.02
2025-10-10T15:43:08.028250,3.876,0.477,27.18
2025-10-10T16:43:08.028250,3.523,0.316,28.10
2025-10-10T17:43:08.028250,3.918,0.556,28.72
2025-10-10T18:43:08.028250,3.785,0.581,29.76
2025-10-10T19:43:08.028250,3.983,0.312,29.13
2025-10-10T20:43:08.028250,3.443,0.607,20.77
2025-10-10T21:43:08.028250,3.828,0.481,28.33
2025-10-10T22:43:08.028250,3.732,0.688,23.03
2025-10-10T23:43:08.028250,3.980,0.462,22.05
2025-10-11T00:43:08.028250,3.953,0.418,29.58
2025-10-11T01:43:08.028250,3.672,0.589,28.28
2025-10-11T02:43:08.028250,3.957,0.635,28.15
2025-10-11T03:43:08.028250,3.527,0.590,24.71
2025-10-11T04:43:08.028250,3.616,0.333,20.55
2025-10-11T05:43:08.028250,3.639,0.604,25.48
2025-10-11T06:43:08.028250,3.586,0.506,28.33
2025-10-11T07:43:08.028250,3.751,0.450,23.76
2025-10-11T08:43:08.028250,3.670,0.561,22.23
2025-10-11T09:43:08.028250,3.554,0.620,29.33
2025-10-11T10:43:08.028250,4.015,0.421,23.21
2025-10-11T11:43:08.028250,3.873,0.303,20.78
2025-10-11T12:43:08.028250,3.466,0.452,25.71
2025-10-11T13:43:08.028250,3.936,0.570,22.84
2025-10-11T14:43:08.028250,3.946,0.412,21.85
2025-10-11T15:43:08.028250,3.636,0.507,29.53
2025-10-11T16:43:08.028250,3.795,0.486,26.27
2025-10-11T17:43:08.028250,3.792,0.463,20.74
2025-10-11T18:43:08.028250,3.973,0.334,25.86
2025-10-11T19:43:08.028250,3.518,0.521,28.54
2025-10-11T20:43:08.028250,3.929,0.488,25.11
2025-10-11T21:43:08.028250,3.894,0.471,22.29
2025-10-11T22:43:08.028250,3.495,0.497,29.07
